Series_Name,Country_Name,Country_Code,yr_1990,yr_2000,yr_2011,yr_2012,yr_2013,yr_2014,yr_2015,yr_2016,yr_2017,yr_2018,yr_2019,yr_2020
"Labor force participation rate for ages 15-24, male (%)",Cameroon,CMR,..,..,..,..,..,52.5946006774902,..,..,..,..,..,..
"Labor force participation rate for ages 15-24, male (%)",Canada,CAN,72.4040985107422,65.836799621582,64.5785980224609,63.3437004089355,63.831600189209,63.782299041748,64.0569000244141,63.4509010314941,63.8492012023926,63.3429985046387,64.0931015014648,..
"Labor force participation rate for ages 15-24, male (%)",Cayman Islands,CYM,..,..,50.8699989318848,51.6199989318848,54.9300003051758,46.4099998474121,52.0299987792969,..,..,..,..,..
"Labor force participation rate for ages 15-24, male (%)",Central African Republic,CAF,..,..,..,..,..,..,..,..,..,..,..,..
"Labor force participation rate for ages 15-24, male (%)",Chad,TCD,..,..,..,..,..,..,..,..,..,42.4499015808105,..,..
"Labor force participation rate for ages 15-24, male (%)",Channel Islands,CHI,..,..,..,..,..,..,..,..,..,..,..,..
"Labor force participation rate for ages 15-24, male (%)",Chile,CHL,52.5299987792969,47.6619987487793,44.494499206543,42.3007011413574,41.3638000488281,41.1203994750977,41.0866012573242,39.3771018981934,37.9184989929199,36.5208015441895,33.7816009521484,..
"Labor force participation rate for ages 15-24, male (%)",China,CHN,77.4000015258789,68.0400009155273,..,..,..,..,..,..,..,..,..,..
"Labor force participation rate for ages 15-24, male (%)",Colombia,COL,..,..,63.6408004760742,64.7857971191406,62.9795989990234,63.0693016052246,63.4385986328125,61.4809989929199,60.6208000183105,60.4514007568359,58.1983985900879,..
"Labor force participation rate for ages 15-24, male (%)",Comoros,COM,..,..,..,..,..,17.3813991546631,..,..,..,..,..,..
"Labor force participation rate for ages 15-24, male (%)","Congo, Dem. Rep.",COD,..,..,..,32.222599029541,..,..,..,..,..,..,..,..
"Labor force participation rate for ages 15-24, male (%)","Congo, Rep.",COG,..,..,..,..,..,..,..,..,..,..,..,..
"Labor force participation rate for ages 15-24, male (%)",Costa Rica,CRI,73.7210006713867,64.6760025024414,52.2150993347168,56.6162986755371,54.4440994262695,56.5017013549805,52.9561004638672,50.8899002075195,51.413200378418,54.3035011291504,51.2243995666504,..
"Labor force participation rate for ages 15-24, male (%)",Cote d'Ivoire,CIV,..,..,..,50.9880981445313,50.5922012329102,..,..,41.0578994750977,31.4235992431641,..,..,..
"Labor force participation rate for ages 15-24, male (%)",Croatia,HRV,..,..,37.7790985107422,34.6277008056641,34.6898002624512,38.4978981018066,38.1772003173828,41.9337997436523,40.9216995239258,37.9287986755371,38.8195991516113,..
"Labor force participation rate for ages 15-24, male (%)",Cuba,CUB,..,..,..,..,..,..,..,..,..,..,..,..
"Labor force participation rate for ages 15-24, male (%)",Curacao,CUW,..,..,..,..,..,..,..,..,..,33.9799995422363,..,..
"Labor force participation rate for ages 15-24, male (%)",Cyprus,CYP,73.0199966430664,42.347599029541,41.3970985412598,42.8142013549805,40.7673988342285,41.1968002319336,36.8134994506836,35.7725982666016,33.2089996337891,36.459098815918,37.6749000549316,..
"Labor force participation rate for ages 15-24, male (%)",Czech Republic,CZE,..,47.6501998901367,35.4616012573242,36.4249992370605,36.7851982116699,38.0614013671875,37.3600006103516,37.4757995605469,36.4744987487793,34.3693008422852,33.3684005737305,..
"Labor force participation rate for ages 15-24, male (%)",Denmark,DNK,76.5048980712891,75.1726989746094,63.3973007202148,61.0285987854004,57.2756004333496,57.755199432373,58.0553016662598,57.9262008666992,59.570499420166,59.3582000732422,60.5,..
"Labor force participation rate for ages 15-24, male (%)",Djibouti,DJI,..,..,..,..,..,..,..,..,..,..,..,..
"Labor force participation rate for ages 15-24, male (%)",Dominica,DMA,..,..,..,..,..,..,..,..,..,..,..,..
"Labor force participation rate for ages 15-24, male (%)",Dominican Republic,DOM,..,59.6691017150879,51.4561004638672,51.1503982543945,51.6780014038086,52.1296997070313,56.0022010803223,56.8672981262207,54.6977996826172,56.2559013366699,57.2410011291504,..
"Labor force participation rate for ages 15-24, male (%)",Ecuador,ECU,64.9300003051758,64.5325012207031,52.9247016906738,54.0245018005371,51.1562004089355,51.7631988525391,53.0778007507324,54.4269981384277,55.0588989257813,53.7160987854004,53.065601348877,..
"Labor force participation rate for ages 15-24, male (%)","Egypt, Arab Rep.",EGY,40.5699996948242,..,47.9499015808105,47.9761009216309,48.1226997375488,46.1841011047363,42.9164009094238,41.9662017822266,38.2449989318848,36.1735000610352,..,..
"Labor force participation rate for ages 15-24, male (%)",El Salvador,SLV,63.6699981689453,..,63.108699798584,63.0919990539551,61.7473983764648,61.3019981384277,60.5069999694824,61.0262985229492,61.7925987243652,60.3256988525391,62.673698425293,..
"Labor force participation rate for ages 15-24, male (%)",Equatorial Guinea,GNQ,..,..,..,..,..,..,..,..,..,..,..,..
"Labor force participation rate for ages 15-24, male (%)",Eritrea,ERI,..,..,..,..,..,..,..,..,..,..,..,..
"Labor force participation rate for ages 15-24, male (%)",Estonia,EST,60.3979988098145,43.1610984802246,43.4383010864258,44.2653999328613,41.3819007873535,41.380199432373,45.7186012268066,46.0950012207031,49.6963996887207,49.5592002868652,46.2594985961914,..
"Labor force participation rate for ages 15-24, male (%)",Eswatini,SWZ,..,..,..,..,..,..,..,25.2252006530762,..,..,..,..
"Labor force participation rate for ages 15-24, male (%)",Ethiopia,ETH,..,..,..,..,79.0960006713867,..,..,..,..,..,..,..
"Labor force participation rate for ages 15-24, male (%)",Faroe Islands,FRO,..,..,..,..,..,..,..,..,..,..,..,..
"Labor force participation rate for ages 15-24, male (%)",Fiji,FJI,..,..,50.1646003723145,..,..,47.0900001525879,..,51.5626983642578,..,..,..,..
"Labor force participation rate for ages 15-24, male (%)",Finland,FIN,64.1569976806641,64.8462982177734,50.5219993591309,51.1641998291016,50.7585983276367,51.5176010131836,51.1011009216309,51.2318992614746,52.3165016174316,51.4678001403809,54.2925987243652,..
"Labor force participation rate for ages 15-24, male (%)",France,FRA,47.7365989685059,38.5932998657227,41.3069000244141,40.8007011413574,40.7817993164063,39.7235984802246,40.4407005310059,39.8636016845703,40.2779006958008,41.0797996520996,39.7876014709473,..
"Labor force participation rate for ages 15-24, male (%)",French Polynesia,PYF,..,..,..,45.0800018310547,..,..,..,..,..,..,..,..
"Labor force participation rate for ages 15-24, male (%)",Gabon,GAB,..,..,..,..,..,..,..,..,..,..,..,..
"Labor force participation rate for ages 15-24, male (%)","Gambia, The",GMB,..,..,..,46.2886009216309,..,..,..,..,..,20.7422008514404,..,..
"Labor force participation rate for ages 15-24, male (%)",Georgia,GEO,..,45.7900009155273,53.1072998046875,53.9182014465332,53.9168014526367,53.7756996154785,52.2510986328125,51.1394996643066,50.1259994506836,47.4874000549316,45.6814994812012,..
"Labor force participation rate for ages 15-24, male (%)",Germany,DEU,62.5088005065918,53.6609992980957,54.7756996154785,53.2365989685059,52.8911018371582,52.0297012329102,50.461799621582,50.9090003967285,51.2753982543945,52.5068016052246,54.2210006713867,..
"Labor force participation rate for ages 15-24, male (%)",Ghana,GHA,..,52.9099998474121,..,..,55.7662010192871,..,46.5133018493652,..,31.2336006164551,..,..,..
"Labor force participation rate for ages 15-24, male (%)",Gibraltar,GIB,..,..,..,..,..,..,..,..,..,..,..,..
"Labor force participation rate for ages 15-24, male (%)",Greece,GRC,44.0741996765137,41.7372016906738,31.6928997039795,31.2371997833252,31.5592002868652,29.9860000610352,27.6623992919922,26.4356002807617,26.1641998291016,25.0835990905762,23.9403991699219,..
"Labor force participation rate for ages 15-24, male (%)",Greenland,GRL,..,..,..,..,..,..,..,..,..,..,..,..
"Labor force participation rate for ages 15-24, male (%)",Grenada,GRD,..,..,..,..,..,..,..,..,..,..,..,..
"Labor force participation rate for ages 15-24, male (%)",Guam,GUM,75.7699966430664,..,47.5,..,..,..,..,..,..,..,..,..
"Labor force participation rate for ages 15-24, male (%)",Guatemala,GTM,..,..,71.0858993530273,77.1091003417969,68.4338989257813,71.1788024902344,72.6810989379883,71.8977966308594,74.5315017700195,..,..,..
"Labor force participation rate for ages 15-24, male (%)",Guinea,GIN,..,..,..,..,..,..,..,..,..,..,..,..
"Labor force participation rate for ages 15-24, male (%)",Guinea-Bissau,GNB,..,..,..,..,..,..,..,..,..,..,..,..
"Labor force participation rate for ages 15-24, male (%)",Guyana,GUY,..,..,..,..,..,..,..,..,..,57.219898223877,..,..
"Labor force participation rate for ages 15-24, male (%)",Haiti,HTI,51.6500015258789,37.4000015258789,..,..,..,..,..,..,..,..,..,..
"Labor force participation rate for ages 15-24, male (%)",Honduras,HND,..,..,69.3961029052734,67.6864013671875,72.519401550293,73.176399230957,71.7872009277344,70.6513977050781,72.913200378418,74.2496032714844,73.2029037475586,..
"Labor force participation rate for ages 15-24, male (%)","Hong Kong SAR, China",HKG,57.7400016784668,46.4000015258789,35.7799987792969,36.3199996948242,37.7900009155273,37.75,39.0699996948242,39.4599990844727,..,..,..,..
"Labor force participation rate for ages 15-24, male (%)",Hungary,HUN,58.1599998474121,42.842399597168,26.9967994689941,27.9020004272461,30.9752998352051,33.0080986022949,34.388500213623,36.1384010314941,36.4768981933594,37.0713996887207,37.2467994689941,..
"Labor force participation rate for ages 15-24, male (%)",Iceland,ISL,..,74.338996887207,71.6660003662109,73.5035018920898,74.8270034790039,77.6387023925781,78.4448013305664,82.6080017089844,82.1580963134766,79.6893997192383,76.6370010375977,..
"Labor force participation rate for ages 15-24, male (%)",India,IND,..,62.9608001708984,..,48.5965003967285,..,..,..,..,..,41.5309982299805,..,..
"Labor force participation rate for ages 15-24, male (%)",Indonesia,IDN,61.019401550293,60.8218002319336,56.092399597168,57.6744003295898,56.649299621582,55.263500213623,55.407600402832,55.369499206543,54.9762992858887,56.7070007324219,55.9155006408691,..
"Labor force participation rate for ages 15-24, male (%)","Iran, Islamic Rep.",IRN,..,..,..,..,..,40.310001373291,39.9900016784668,41.3899993896484,42.4300003051758,41.8899993896484,..,..
"Labor force participation rate for ages 15-24, male (%)",Iraq,IRQ,..,..,..,53.143798828125,..,53.2400016784668,..,48.1300010681152,48.5099983215332,..,..,..
"Labor force participation rate for ages 15-24, male (%)",Ireland,IRL,53.9291000366211,55.9612007141113,53.5685005187988,51.918098449707,51.6207008361816,50.2075004577637,50.138801574707,52.5528984069824,47.8395004272461,48.3605995178223,48.1884994506836,..
"Labor force participation rate for ages 15-24, male (%)",Isle of Man,IMN,..,..,57.810001373291,..,..,..,..,57.6300010681152,..,..,..,..
"Labor force participation rate for ages 15-24, male (%)",Israel,ISR,61.6469993591309,62.0419998168945,52.548999786377,50.3919982910156,50.9850006103516,50.8580017089844,49.9169998168945,48.9659996032715,48.5460014343262,46.7900009155273,45.2140007019043,..
"Labor force participation rate for ages 15-24, male (%)",Italy,ITA,50.6845016479492,42.1791000366211,31.2206001281738,32.8875007629395,30.6870994567871,30.9915008544922,30.4470996856689,30.2301998138428,29.9724006652832,29.9458999633789,29.8290004730225,..
"Labor force participation rate for ages 15-24, male (%)",Jamaica,JAM,60.3300018310547,..,36.9000015258789,37.578498840332,39.0471992492676,38.043098449707,38.5842018127441,39.9631996154785,39.6595001220703,37.4317016601563,38.3135986328125,..
"Labor force participation rate for ages 15-24, male (%)",Japan,JPN,43.5,47.2999992370605,41.882999420166,41.5,42,42.7000007629395,42.9000015258789,44.7000007629395,44.2999992370605,47.0999984741211,48.5,..
"Labor force participation rate for ages 15-24, male (%)",Jordan,JOR,..,..,..,..,..,..,..,..,..,..,39.6749992370605,..
"Labor force participation rate for ages 15-24, male (%)",Kazakhstan,KAZ,..,..,..,..,..,..,..,..,..,..,..,..
"Labor force participation rate for ages 15-24, male (%)",Kenya,KEN,..,..,..,..,..,..,..,46.7424011230469,..,..,..,..
"Labor force participation rate for ages 15-24, male (%)",Kiribati,KIR,..,..,..,..,..,..,32.8144989013672,..,..,..,..,..
"Labor force participation rate for ages 15-24, male (%)","Korea, Dem. People’s Rep.",PRK,..,..,..,..,..,..,..,..,..,..,..,..
"Labor force participation rate for ages 15-24, male (%)","Korea, Rep.",KOR,28.3530006408691,28.5,21,21.8999996185303,22.2000007629395,24.3999996185303,24.2311000823975,24.3645992279053,24.315299987793,22.6812992095947,24.2063999176025,..
"Labor force participation rate for ages 15-24, male (%)",Kosovo,XKX,..,..,..,29.9099998474121,..,30.6100006103516,28.0900001525879,28.7999992370605,32.310001373291,30.0699996948242,33.2854995727539,..
"Labor force participation rate for ages 15-24, male (%)",Kuwait,KWT,..,..,..,..,..,..,31.8600006103516,33,..,..,..,..
"Labor force participation rate for ages 15-24, male (%)",Kyrgyz Republic,KGZ,..,..,56.6500015258789,55.2200012207031,58.2000007629395,53.8499984741211,52.9300003051758,52.939998626709,52.0200004577637,51.0717010498047,..,..
"Labor force participation rate for ages 15-24, male (%)",Lao PDR,LAO,..,..,..,..,..,..,..,..,29.4740009307861,..,..,..
"Labor force participation rate for ages 15-24, male (%)",Latvia,LVA,..,44.8064994812012,41.1374015808105,44.0122985839844,42.5570983886719,45.2776985168457,45.2211990356445,43.2504997253418,42.8032989501953,40.5388984680176,39.5559005737305,..
"Labor force participation rate for ages 15-24, male (%)",Lebanon,LBN,..,..,..,..,..,..,..,..,..,..,..,..
"Labor force participation rate for ages 15-24, male (%)",Lesotho,LSO,..,..,..,..,52.5900001525879,..,..,..,..,..,..,..
"Labor force participation rate for ages 15-24, male (%)",Liberia,LBR,..,..,..,58.3563003540039,..,59.0756988525391,59.0756988525391,59.5103988647461,..,..,..,..
"Labor force participation rate for ages 15-24, male (%)",Libya,LBY,..,..,..,24.0300006866455,..,..,..,..,..,..,..,..
"Labor force participation rate for ages 15-24, male (%)",Liechtenstein,LIE,..,60.9599990844727,57.9199981689453,57.9199981689453,57.4300003051758,56.8800010681152,54.5699996948242,..,..,..,..,..
"Labor force participation rate for ages 15-24, male (%)",Lithuania,LTU,..,41.7655982971191,32.0584983825684,32.372501373291,35.7785987854004,38.5936012268066,36.7243995666504,38.6832008361816,37.7877998352051,38.7629013061523,38.907299041748,..
"Labor force participation rate for ages 15-24, male (%)",Luxembourg,LUX,46.0550003051758,37.3768005371094,26.3356990814209,28.8370990753174,29.8292999267578,29.588399887085,36.2071990966797,30.3745994567871,32.5671997070313,33.9337005615234,37.7806015014648,..
"Labor force participation rate for ages 15-24, male (%)","Macao SAR, China",MAC,..,35.9000015258789,50.5,49.6199989318848,48.4000015258789,48.0999984741211,46.060001373291,47.5299987792969,..,..,..,..
"Labor force participation rate for ages 15-24, male (%)",Madagascar,MDG,..,..,..,90.0787963867188,..,..,76.4522018432617,..,..,..,..,..
"Labor force participation rate for ages 15-24, male (%)",Malawi,MWI,..,..,..,..,66.980598449707,..,..,..,47.5615997314453,..,..,..
"Labor force participation rate for ages 15-24, male (%)",Malaysia,MYS,..,..,..,..,..,50.9500007629395,50.2299995422363,49.939998626709,49.7599983215332,50.9900016784668,..,..
"Labor force participation rate for ages 15-24, male (%)",Maldives,MDV,63.2000007629395,48.0999984741211,..,..,..,61.0999984741211,..,55.8092002868652,..,..,..,..
"Labor force participation rate for ages 15-24, male (%)",Mali,MLI,..,..,..,..,72.0136032104492,66.8601989746094,63.3852005004883,50.5703010559082,65.1426010131836,56.8391990661621,..,..
"Labor force participation rate for ages 15-24, male (%)",Malta,MLT,..,59.8987007141113,55.6670989990234,54.367000579834,56.5512008666992,53.4357986450195,53.684700012207,54.4093017578125,54.5354995727539,55.7006988525391,56.9542007446289,..
"Labor force participation rate for ages 15-24, male (%)",Marshall Islands,MHL,..,..,..,..,..,..,..,..,..,..,..,..
"Labor force participation rate for ages 15-24, male (%)",Mauritania,MRT,..,..,..,34.2893981933594,..,..,..,..,29.6931991577148,..,..,..
"Labor force participation rate for ages 15-24, male (%)",Mauritius,MUS,71.1900024414063,63.0200004577637,48.8294982910156,49.3390998840332,51.1012992858887,52.1245994567871,52.4939002990723,51.023998260498,50.2803993225098,50.2349014282227,..,..
"Labor force participation rate for ages 15-24, male (%)",Mexico,MEX,60.2700004577637,67.677001953125,60.6917991638184,60.7779998779297,59.7664985656738,58.8596992492676,57.902400970459,57.1875991821289,56.7085990905762,56.548999786377,57.2644996643066,..
"Labor force participation rate for ages 15-24, male (%)","Micronesia, Fed. Sts.",FSM,..,..,..,..,..,45.7391014099121,..,..,..,..,..,..
"Labor force participation rate for ages 15-24, male (%)",Moldova,MDA,..,..,24.1284999847412,22.2301006317139,23.2124996185303,21.7143993377686,24.8533992767334,21.3253993988037,21.0678997039795,20.4620990753174,24.0837993621826,..
"Labor force participation rate for ages 15-24, male (%)",Monaco,MCO,..,..,..,..,..,..,..,..,..,..,..,..
"Labor force participation rate for ages 15-24, male (%)",Mongolia,MNG,..,60.4000015258789,37.9184989929199,43.1390991210938,36.7705001831055,35.6707000732422,33.8675994873047,33.4944000244141,31.757999420166,35.5189018249512,37.6717987060547,..
"Labor force participation rate for ages 15-24, male (%)",Montenegro,MNE,..,..,27.1842002868652,28.7301006317139,28.8125991821289,33.6861991882324,33.1734008789063,35.7491989135742,34.4015998840332,38.3297996520996,41.6068000793457,..
"Labor force participation rate for ages 15-24, male (%)",Morocco,MAR,49.5999984741211,64.6999969482422,51.25,49.2999992370605,46.9799995422363,46.25,42.8400001525879,41.2200012207031,..,..,..,..
"Labor force participation rate for ages 15-24, male (%)",Mozambique,MOZ,..,..,..,..,..,..,61.9687995910645,..,..,..,..,..
"Labor force participation rate for ages 15-24, male (%)",Myanmar,MMR,..,..,..,..,..,..,67.7779998779297,..,58.5699996948242,55.4364013671875,51.4230003356934,..
"Labor force participation rate for ages 15-24, male (%)",Namibia,NAM,..,31.7099990844727,..,34.1603012084961,35.7153015136719,34.8200988769531,..,38.8760986328125,..,32.0919990539551,..,..
"Labor force participation rate for ages 15-24, male (%)",Nauru,NRU,..,..,..,..,67.6518020629883,..,..,..,..,..,..,..
"Labor force participation rate for ages 15-24, male (%)",Nepal,NPL,..,..,..,..,..,..,..,..,38.9124984741211,..,..,..
"Labor force participation rate for ages 15-24, male (%)",Netherlands,NLD,59.9524993896484,73.3858032226563,66.9718017578125,67.7216033935547,68.3989028930664,67.0177993774414,67.5462036132813,67.2233963012695,67.0389022827148,67.9886016845703,69.7137985229492,..
"Labor force participation rate for ages 15-24, male (%)",New Caledonia,NCL,..,..,..,..,..,47.3300018310547,..,..,..,..,..,..
"Labor force participation rate for ages 15-24, male (%)",New Zealand,NZL,72.5248031616211,65.8218994140625,60.9902992248535,60.4616012573242,59.6833000183105,62.154598236084,63.5402984619141,64.6454010009766,65.0756988525391,64.6591033935547,63.9789009094238,..
"Labor force participation rate for ages 15-24, male (%)",Nicaragua,NIC,69.4599990844727,68.1999969482422,..,82.2613983154297,..,71.3757019042969,..,..,..,..,..,..
"Labor force participation rate for ages 15-24, male (%)",Niger,NER,..,..,83.9002990722656,48.845401763916,..,72.9387969970703,..,..,20.8938999176025,..,..,..
"Labor force participation rate for ages 15-24, male (%)",Nigeria,NGA,..,..,32.2375984191895,..,25.7791004180908,..,..,..,..,..,33.9575996398926,..
"Labor force participation rate for ages 15-24, male (%)",North Macedonia,MKD,..,43.7000007629395,39.8925018310547,40.4632987976074,39.8698997497559,39.2773017883301,40.0961990356445,39.1655006408691,41.6523017883301,40.6268997192383,38.130199432373,..
"Labor force participation rate for ages 15-24, male (%)",Northern Mariana Islands,MNP,70.5100021362305,..,..,..,..,..,..,..,..,..,..,..
"Labor force participation rate for ages 15-24, male (%)",Norway,NOR,63.9070014953613,68.1863021850586,54.6669998168945,56.2666015625,55.8933982849121,53.0612983703613,55.2291984558105,53.9855995178223,53.5312004089355,54.1888008117676,55.2246017456055,..
"Labor force participation rate for ages 15-24, male (%)",Oman,OMN,..,..,..,..,..,..,..,57.3499984741211,..,..,..,..
"Labor force participation rate for ages 15-24, male (%)",Pakistan,PAK,71.370002746582,69.3399963378906,60.5658988952637,..,61.8931999206543,59.703498840332,59.7612991333008,..,..,61.290901184082,..,..
"Labor force participation rate for ages 15-24, male (%)",Palau,PLW,..,28.4722003936768,..,..,..,32.5738983154297,..,..,..,..,..,..
"Labor force participation rate for ages 15-24, male (%)",Panama,PAN,60.6599998474121,60.5,55.3437995910645,58.6785011291504,56.630199432373,54.7641983032227,53.244701385498,53.4583015441895,51.6106986999512,55.0000991821289,54.3788986206055,..
"Labor force participation rate for ages 15-24, male (%)",Papua New Guinea,PNG,..,57.7400016784668,..,..,..,..,..,..,..,..,..,..
"Labor force participation rate for ages 15-24, male (%)",Paraguay,PRY,69.0699996948242,..,67.4886016845703,70.22509765625,69.1070022583008,69.3290023803711,67.6522979736328,69.6614990234375,68.5968017578125,70.1520004272461,71.0363998413086,..
"Labor force participation rate for ages 15-24, male (%)",Peru,PER,56.4000015258789,59.5400009155273,72.5412979125977,71.913200378418,70.0602035522461,68.7146987915039,64.8712997436523,64.0325012207031,65.5186996459961,65.6557998657227,65.7818984985352,..
"Labor force participation rate for ages 15-24, male (%)",Philippines,PHL,60.4500007629395,57.0999984741211,52.6780014038086,52.1057014465332,51.3317985534668,51.9998016357422,49.2504997253418,49.3591003417969,46.1857986450195,43.7182006835938,42.0395011901855,..
"Labor force participation rate for ages 15-24, male (%)",Poland,POL,..,40.1884002685547,38.7018013000488,38.5287017822266,38.3863983154297,38.7648010253906,38.388801574707,39.7902984619141,39.6857986450195,39.2164993286133,39.1767997741699,..
"Labor force participation rate for ages 15-24, male (%)",Portugal,PRT,63.7681007385254,49.5996017456055,40.372501373291,39.1855010986328,36.2188987731934,34.7508010864258,34.2131996154785,35.0248985290527,35.5698013305664,36.5652008056641,36.0420989990234,..
"Labor force participation rate for ages 15-24, male (%)",Puerto Rico,PRI,43.0299987792969,44.2799987792969,30,31,..,..,..,..,..,..,..,..
"Labor force participation rate for ages 15-24, male (%)",Qatar,QAT,..,..,81.8899993896484,80.8199996948242,77.2099990844727,80.25,80.4400024414063,85.9800033569336,77.870002746582,79.0999984741211,..,..
