Series_Name,Country_Name,Country_Code,yr_1990,yr_2000,yr_2011,yr_2012,yr_2013,yr_2014,yr_2015,yr_2016,yr_2017,yr_2018,yr_2019,yr_2020
"Labor force participation rate for ages 15-24, female (%)",Australia,AUS,68.8919982910156,68.4509963989258,67.4400024414063,66.713996887207,66.1750030517578,66.1569976806641,66.6279983520508,66.2060012817383,66.1050033569336,67.2080001831055,66.9280014038086,66.6330032348633
"Labor force participation rate for ages 15-24, female (%)",Austria,AUT,60.109001159668,51.5410003662109,54.6790008544922,55.3230018615723,55.318000793457,55.4630012512207,54.2919998168945,54.5820007324219,53.4379997253418,53.4029998779297,53.2999992370605,53.2680015563965
"Labor force participation rate for ages 15-24, female (%)",Azerbaijan,AZE,38.3930015563965,44.3370018005371,32.0069999694824,32.1800003051758,33.5810012817383,34.4819984436035,36.2449989318848,39.1660003662109,41.4220008850098,43.5330009460449,42.5,41.4099998474121
"Labor force participation rate for ages 15-24, female (%)","Bahamas, The",BHS,52.6590003967285,46.4570007324219,42.2190017700195,42.7070007324219,42.931999206543,43.0849990844727,43.1240005493164,42.5929985046387,42.2190017700195,41.7900009155273,41.673999786377,41.5639991760254
"Labor force participation rate for ages 15-24, female (%)",Bahrain,BHR,23.613000869751,25.0189990997314,23.8479995727539,24.8619995117188,25.9440002441406,27.0809993743896,28.2070007324219,28.8169994354248,28.9479999542236,28.4169998168945,27.246000289917,25.9820003509521
"Labor force participation rate for ages 15-24, female (%)",Bangladesh,BGD,21.742000579834,21.7819995880127,22.1359996795654,22.3850002288818,22.6340007781982,22.8850002288818,23.1429996490479,23.4220008850098,26.0520000457764,26.1989994049072,26.32200050354,26.4459991455078
"Labor force participation rate for ages 15-24, female (%)",Barbados,BRB,61.5919990539551,55.2550010681152,47.0900001525879,41.5009994506836,41.9140014648438,43.5919990539551,39.6139984130859,45.2840003967285,44.5909996032715,43.648998260498,43.193000793457,42.8199996948242
"Labor force participation rate for ages 15-24, female (%)",Belarus,BLR,39.923999786377,40.7999992370605,46.0120010375977,46.2879981994629,46.3370018005371,46.2089996337891,45.939998626709,45.9550018310547,47.3759994506836,45.0369987487793,43.2789993286133,41.5820007324219
"Labor force participation rate for ages 15-24, female (%)",Belgium,BEL,34.1129989624023,32.5169982910156,29.3729991912842,27.4209995269775,27.8209991455078,27.8819999694824,27.1679992675781,26.2940006256104,25.5340003967285,27.7259998321533,27.3680000305176,27.0259990692139
"Labor force participation rate for ages 15-24, female (%)",Belize,BLZ,35.5620002746582,35.9360008239746,34.632999420166,33.9949989318848,33.3740005493164,35.0330009460449,33.6549987792969,34.5789985656738,36.7379989624023,36.4080009460449,36.3660011291504,36.3409996032715
"Labor force participation rate for ages 15-24, female (%)",Benin,BEN,55.056999206543,57.5769996643066,47.0719985961914,46.9389991760254,46.7770004272461,46.5940017700195,46.3950004577637,46.2379989624023,46.0530014038086,45.8400001525879,45.6150016784668,45.3819999694824
"Labor force participation rate for ages 15-24, female (%)",Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..
"Labor force participation rate for ages 15-24, female (%)",Bhutan,BTN,51.9329986572266,49.2019996643066,40.0299987792969,36.3979988098145,31.6480007171631,29.75,34.5849990844727,34.1319999694824,33.5470008850098,32.818000793457,32.431999206543,32.0180015563965
"Labor force participation rate for ages 15-24, female (%)",Bolivia,BOL,47.1450004577637,44.1399993896484,45.0289993286133,37.0219993591309,39.6710014343262,43.1220016479492,35.0579986572266,37.2060012817383,38.1959991455078,44.2290000915527,43.6669998168945,43.1110000610352
"Labor force participation rate for ages 15-24, female (%)",Bosnia and Herzegovina,BIH,22.2469997406006,22.0279998779297,23.878999710083,21.6459999084473,22.6630001068115,23.8369998931885,24.7320003509521,21.7600002288818,22.3920001983643,23.5860004425049,24.2229995727539,24.4740009307861
"Labor force participation rate for ages 15-24, female (%)",Botswana,BWA,41.6539993286133,35.7779998779297,37.1920013427734,39.9329986572266,42.7400016784668,42.8040008544922,42.7350006103516,42.382999420166,41.8819999694824,41.2999992370605,41.351001739502,41.4770011901855
"Labor force participation rate for ages 15-24, female (%)",Brazil,BRA,44.9119987487793,48.4090003967285,48.6710014343262,48.8009986877441,47.6879997253418,47.0369987487793,47.1259994506836,48.1559982299805,49.4140014648438,49.3279991149902,49.3330001831055,49.3170013427734
"Labor force participation rate for ages 15-24, female (%)",British Virgin Islands,VGB,..,..,..,..,..,..,..,..,..,..,..,..
"Labor force participation rate for ages 15-24, female (%)",Brunei Darussalam,BRN,36.7519989013672,44.0289993286133,39.4070014953613,38.8160018920898,38.1360015869141,37.4739990234375,36.9109992980957,36.4650001525879,36.1160011291504,34.6860008239746,34.6609992980957,34.6479988098145
"Labor force participation rate for ages 15-24, female (%)",Bulgaria,BGR,47.1300010681152,26.0499992370605,24.6909999847412,25.1009998321533,24.4190006256104,22.5270004272461,21.4060001373291,19.9990005493164,22.3659992218018,19.8719997406006,19.1399993896484,18.4659996032715
"Labor force participation rate for ages 15-24, female (%)",Burkina Faso,BFA,74.0879974365234,64.7799987792969,49.8889999389648,48.3349990844727,46.7980003356934,45.2840003967285,45.0989990234375,44.923999786377,44.7319984436035,44.5130004882813,44.3040008544922,44.0929985046387
"Labor force participation rate for ages 15-24, female (%)",Burundi,BDI,84.3479995727539,71.088996887207,61.375,60.5320014953613,59.6650009155273,58.7439994812012,58.7879981994629,58.7309989929199,58.5540008544922,58.2830009460449,57.8720016479492,57.484001159668
"Labor force participation rate for ages 15-24, female (%)",Cabo Verde,CPV,47.6520004272461,38.5830001831055,33.2519989013672,33.2529983520508,33.2229995727539,33.048999786377,32.6769981384277,32.3479995727539,31.8209991455078,31.2220001220703,30.6669998168945,30.1749992370605
"Labor force participation rate for ages 15-24, female (%)",Cambodia,KHM,71.5540008544922,71.2939987182617,78.3809967041016,73.2789993286133,67.8460006713867,69.4339981079102,69.431999206543,69.6760025024414,69.052001953125,68.2559967041016,67.9570007324219,67.6279983520508
"Labor force participation rate for ages 15-24, female (%)",Cameroon,CMR,68.8889999389648,66.8499984741211,53.023998260498,52.9529991149902,52.8530006408691,52.7060012817383,52.5029983520508,52.2999992370605,52.0359992980957,51.7190017700195,51.4739990234375,51.2369995117188
"Labor force participation rate for ages 15-24, female (%)",Canada,CAN,67.3970031738281,62.8699989318848,64.4520034790039,63.5730018615723,63.7089996337891,64.5660018920898,64.4489974975586,64.0589981079102,64.0429992675781,63.4010009765625,63.3190002441406,63.2159996032715
"Labor force participation rate for ages 15-24, female (%)",Cayman Islands,CYM,..,..,..,..,..,..,..,..,..,..,..,..
"Labor force participation rate for ages 15-24, female (%)",Central African Republic,CAF,52.2680015563965,51.5740013122559,53.1520004272461,53.4819984436035,53.6959991455078,53.826000213623,53.9090003967285,53.5620002746582,53.1500015258789,52.6910018920898,52.8889999389648,53.0880012512207
"Labor force participation rate for ages 15-24, female (%)",Chad,TCD,56.1710014343262,58.1689987182617,57.8759994506836,57.6730003356934,57.4090003967285,57.0919990539551,56.7239990234375,56.4490013122559,56.117000579834,55.7350006103516,55.6500015258789,55.5670013427734
"Labor force participation rate for ages 15-24, female (%)",Channel Islands,CHI,52.6150016784668,49.0169982910156,47.7210006713867,47.5069999694824,46.9700012207031,47.0909996032715,46.9860000610352,46.5169982910156,46.3639984130859,46.4300003051758,46.3849983215332,46.4049987792969
"Labor force participation rate for ages 15-24, female (%)",Chile,CHL,31.4899997711182,30.4130001068115,32.1349983215332,31.3199996948242,31.1319999694824,30.7530002593994,30.2169990539551,29.882999420166,30.2530002593994,30.4720001220703,30.4330005645752,30.3490009307861
"Labor force participation rate for ages 15-24, female (%)",China,CHN,79.2180023193359,68.2740020751953,52.3769989013672,51.0789985656738,49.5200004577637,47.9029998779297,46.5190010070801,45.3400001525879,44.3779983520508,43.5629997253418,43.314998626709,42.9710006713867
"Labor force participation rate for ages 15-24, female (%)",Colombia,COL,46.2229995727539,47.0229988098145,44.4959983825684,46.0410003662109,45.7130012512207,45.4480018615723,45.625,45.242000579834,44.7639999389648,44.1049995422363,44.1209983825684,44.1769981384277
"Labor force participation rate for ages 15-24, female (%)",Comoros,COM,17.7129993438721,16.3560009002686,15.1070003509521,15.0319995880127,14.9479999542236,14.8570003509521,14.7589998245239,14.6789999008179,14.5830001831055,14.4739999771118,14.3669996261597,14.2580003738403
"Labor force participation rate for ages 15-24, female (%)","Congo, Dem. Rep.",COD,49.2830009460449,49.826000213623,40.5719985961914,39.0639991760254,39.1160011291504,39.1150016784668,39.0550003051758,39.0320014953613,38.9339981079102,38.7760009765625,38.5139999389648,38.2620010375977
"Labor force participation rate for ages 15-24, female (%)","Congo, Rep.",COG,46.6119995117188,44.181999206543,43.7000007629395,43.7589988708496,43.75,43.701000213623,43.6259994506836,43.4869995117188,43.3089981079102,43.0890007019043,43.0839996337891,43.0730018615723
"Labor force participation rate for ages 15-24, female (%)",Costa Rica,CRI,35.1809997558594,35.8950004577637,33.9830017089844,38.9339981079102,38.8629989624023,37.6629981994629,37.3019981384277,32.6279983520508,33.757999420166,35.9560012817383,35.9589996337891,35.8969993591309
"Labor force participation rate for ages 15-24, female (%)",Cote d'Ivoire,CIV,42.4720001220703,39.5470008850098,33.3889999389648,32.8819999694824,32.3870010375977,31.9060001373291,31.4409999847412,30.9950008392334,30.8269996643066,30.6499996185303,30.4969997406006,30.3449993133545
"Labor force participation rate for ages 15-24, female (%)",Croatia,HRV,38.484001159668,39.0260009765625,27.2199993133545,25.5249996185303,24.8640003204346,28.5219993591309,27.8330001831055,32.189998626709,30.378999710083,29.3519992828369,29.3250007629395,29.0189990997314
"Labor force participation rate for ages 15-24, female (%)",Cuba,CUB,36.0940017700195,26.5049991607666,34.9129981994629,33.814998626709,32.4560012817383,31.0949993133545,30.2679996490479,29.4899997711182,28.6860008239746,28.1790008544922,28.681999206543,29.0779991149902
"Labor force participation rate for ages 15-24, female (%)",Curacao,CUW,..,..,..,..,..,..,..,..,..,..,..,..
"Labor force participation rate for ages 15-24, female (%)",Cyprus,CYP,44.2470016479492,41.2680015563965,37.3019981384277,36.3689994812012,37.6380004882813,41.6399993896484,41.2550010681152,40.1110000610352,40.1910018920898,41.9230003356934,41.6660003662109,41.5369987487793
"Labor force participation rate for ages 15-24, female (%)",Czech Republic,CZE,38.6990013122559,40.4519996643066,23.8969993591309,25.6469993591309,25.8700008392334,26.0130004882813,27.5699996948242,26.6639995574951,27.0750007629395,26.5160007476807,25.326000213623,24.306999206543
"Labor force participation rate for ages 15-24, female (%)",Denmark,DNK,70.3730010986328,68.6289978027344,66.9420013427734,63.8520011901855,62.2680015563965,61.8680000305176,62.3899993896484,67.286003112793,63.9700012207031,63.923999786377,63.7159996032715,63.4990005493164
"Labor force participation rate for ages 15-24, female (%)",Djibouti,DJI,58.726001739502,53.4739990234375,43.2900009155273,42.757999420166,42.2459983825684,41.7569999694824,41.2960014343262,41.0449981689453,40.7270011901855,40.4039993286133,40.3139991760254,40.2309989929199
"Labor force participation rate for ages 15-24, female (%)",Dominica,DMA,..,..,..,..,..,..,..,..,..,..,..,..
"Labor force participation rate for ages 15-24, female (%)",Dominican Republic,DOM,30.3990001678467,31.0009994506836,29.806999206543,30.5189990997314,30.2210006713867,30.1259994506836,32.4029998779297,32.5540008544922,32.9109992980957,32.7789993286133,32.7470016479492,32.7130012512207
"Labor force participation rate for ages 15-24, female (%)",Ecuador,ECU,36.6459999084473,41.5190010070801,31.0450000762939,32.1389999389648,30.8770008087158,29.0380001068115,32.6769981384277,35.6199989318848,36.0299987792969,34.625,34.273998260498,33.9020004272461
"Labor force participation rate for ages 15-24, female (%)","Egypt, Arab Rep.",EGY,20.3610000610352,19.117000579834,17.3990001678467,17.7980003356934,19.7450008392334,20.2220001220703,20.9220008850098,20.5909996032715,18.9899997711182,19.0030002593994,18.9139995574951,18.8010005950928
"Labor force participation rate for ages 15-24, female (%)",El Salvador,SLV,33.0880012512207,32.8019981384277,30.1520004272461,31.1340007781982,31.2089996337891,29.6889991760254,28.8770008087158,30.0540008544922,30.3139991760254,30.8479995727539,30.8549995422363,30.7800006866455
"Labor force participation rate for ages 15-24, female (%)",Equatorial Guinea,GNQ,32.2599983215332,29.0930004119873,29.2609996795654,28.9260005950928,28.7320003509521,28.6770000457764,28.6420001983643,28.3530006408691,28.1140003204346,28.0189990997314,28.0330009460449,28.0590000152588
"Labor force participation rate for ages 15-24, female (%)",Eritrea,ERI,68.6330032348633,68.6110000610352,63.3310012817383,64.1740036010742,64.8560028076172,65.370002746582,65.7190017700195,65.2259979248047,64.8140029907227,64.3679962158203,64.0660018920898,63.8349990844727
"Labor force participation rate for ages 15-24, female (%)",Estonia,EST,40.0919990539551,32.1759986877441,36.5180015563965,37.0699996948242,37.7809982299805,36.7019996643066,37.7039985656738,40.5970001220703,42.5320014953613,45.1110000610352,44.1129989624023,43.2190017700195
"Labor force participation rate for ages 15-24, female (%)",Eswatini,SWZ,31.3980007171631,26.4029998779297,25.69700050354,25.6599998474121,25.6070003509521,25.5279998779297,25.4080009460449,25.1909999847412,24.9659996032715,24.6989994049072,24.386999130249,24.0550003051758
"Labor force participation rate for ages 15-24, female (%)",Ethiopia,ETH,65.7890014648438,68.818000793457,70.7570037841797,70.7590026855469,70.7760009765625,69.9720001220703,69.1809997558594,68.5579986572266,67.9250030517578,67.3030014038086,67.3840026855469,67.4550018310547
"Labor force participation rate for ages 15-24, female (%)",Faroe Islands,FRO,..,..,..,..,..,..,..,..,..,..,..,..
"Labor force participation rate for ages 15-24, female (%)",Fiji,FJI,33.3040008544922,26.7670001983643,26.4769992828369,27.1270008087158,27.9050006866455,28.6889991760254,27.9349994659424,26.9699993133545,26.3120002746582,25.6749992370605,25.6700000762939,25.7000007629395
"Labor force participation rate for ages 15-24, female (%)",Finland,FIN,56.8769989013672,48.1710014343262,50.5730018615723,52.140998840332,53.2379989624023,53.1339988708496,53.6360015869141,53.8349990844727,54.3740005493164,54.4809989929199,54.4129981994629,54.3689994812012
"Labor force participation rate for ages 15-24, female (%)",France,FRA,41.2910003662109,32.4160003662109,34.5,33.7939987182617,33.8240013122559,33.2490005493164,34.0890007019043,34.4809989929199,33.9449996948242,34.7389984130859,34.7910003662109,34.8359985351563
"Labor force participation rate for ages 15-24, female (%)",French Polynesia,PYF,35.818000793457,32.3470001220703,35.0839996337891,35.6629981994629,34.9480018615723,34.1069984436035,33.0870018005371,32.8819999694824,33.4449996948242,34.056999206543,34.6510009765625,34.8269996643066
"Labor force participation rate for ages 15-24, female (%)",Gabon,GAB,17.181999206543,16.7689990997314,15.5520000457764,15.543999671936,15.5579996109009,15.5860004425049,15.6029996871948,15.6330003738403,15.6239995956421,15.5839996337891,15.3439998626709,15.1110000610352
"Labor force participation rate for ages 15-24, female (%)","Gambia, The",GMB,35.4659996032715,37.0410003662109,37.4379997253418,37.5499992370605,37.4599990844727,37.3580017089844,37.2369995117188,37.1949996948242,37.1059989929199,36.9729995727539,36.9650001525879,36.9539985656738
"Labor force participation rate for ages 15-24, female (%)",Georgia,GEO,32.9259986877441,28.0690002441406,31.1660003662109,30.068000793457,27.5599994659424,28.2019996643066,31.6299991607666,28.2299995422363,27.5559997558594,26.8190002441406,26.7059993743896,26.4829998016357
"Labor force participation rate for ages 15-24, female (%)",Germany,DEU,58.9010009765625,47.5989990234375,49.515998840332,47.6020011901855,48.1370010375977,47.1800003051758,46.6839981079102,47.1220016479492,48.1829986572266,47.8489990234375,47.992000579834,48.0709991455078
"Labor force participation rate for ages 15-24, female (%)",Ghana,GHA,56.9819984436035,54.2159996032715,40.8219985961914,40.4280014038086,40.0200004577637,39.6230010986328,39.2519989013672,39.101001739502,38.9370002746582,38.7599983215332,38.576000213623,38.367000579834
"Labor force participation rate for ages 15-24, female (%)",Gibraltar,GIB,..,..,..,..,..,..,..,..,..,..,..,..
"Labor force participation rate for ages 15-24, female (%)",Greece,GRC,36.4039993286133,36.5810012817383,27.3379993438721,27.7889995574951,26.2810001373291,25.8150005340576,24.7779998779297,23.048999786377,24.3689994812012,22.4680004119873,22.4020004272461,22.2520008087158
"Labor force participation rate for ages 15-24, female (%)",Greenland,GRL,..,..,..,..,..,..,..,..,..,..,..,..
"Labor force participation rate for ages 15-24, female (%)",Grenada,GRD,..,..,..,..,..,..,..,..,..,..,..,..
"Labor force participation rate for ages 15-24, female (%)",Guam,GUM,52.6269989013672,49.6629981994629,46.8240013122559,46.814998626709,46.7869987487793,46.7949981689453,46.3129997253418,46.0530014038086,46.1020011901855,45.8860015869141,45.7130012512207,45.5979995727539
"Labor force participation rate for ages 15-24, female (%)",Guatemala,GTM,33.4700012207031,35.4269981384277,35.6570014953613,40.140998840332,32.8289985656738,33.0970001220703,31.4009990692139,34.3250007629395,31.4710006713867,31.0860004425049,31.048999786377,31.0340003967285
"Labor force participation rate for ages 15-24, female (%)",Guinea,GIN,49.9720001220703,51.8540000915527,51.2350006103516,50.9539985656738,50.6290016174316,50.2789993286133,49.9259986877441,49.4210014343262,48.9189987182617,48.4220008850098,48.3390007019043,48.2529983520508
"Labor force participation rate for ages 15-24, female (%)",Guinea-Bissau,GNB,55.7849998474121,54.3050003051758,51.5719985961914,51.5050010681152,51.4199981689453,51.3079986572266,51.1559982299805,51.0419998168945,50.8680000305176,50.6360015869141,50.4570007324219,50.2760009765625
"Labor force participation rate for ages 15-24, female (%)",Guyana,GUY,33.7610015869141,32.4889984130859,35.2140007019043,36.0550003051758,37.0019989013672,37.9220008850098,38.7480010986328,39.5639991760254,40.3110008239746,39.5509986877441,39.8619995117188,40.1720008850098
"Labor force participation rate for ages 15-24, female (%)",Haiti,HTI,40.7900009155273,30.4640007019043,30.5820007324219,30.375,30.363000869751,30.2070007324219,29.867000579834,29.443000793457,28.9990005493164,28.6089992523193,28.5069999694824,28.4090003967285
"Labor force participation rate for ages 15-24, female (%)",Honduras,HND,40.4860000610352,38.0559997558594,30.3579998016357,28.1919994354248,32.2000007629395,33.2200012207031,37.7019996643066,37.2120018005371,38.117000579834,40.8120002746582,40.7719993591309,40.7019996643066
"Labor force participation rate for ages 15-24, female (%)","Hong Kong SAR, China",HKG,56.7939987182617,47.0449981689453,36.9490013122559,37.9420013427734,40.5120010375977,39.9309997558594,41.7210006713867,41.9230003356934,42.1920013427734,42.484001159668,42.257999420166,41.6879997253418
"Labor force participation rate for ages 15-24, female (%)",Hungary,HUN,36.523998260498,31.8050003051758,20.8799991607666,22.9979991912842,23.5179996490479,25.9659996032715,27.6959991455078,28.5750007629395,28.5100002288818,27.3080005645752,26.7350006103516,26.2609996795654
"Labor force participation rate for ages 15-24, female (%)",Iceland,ISL,57.0379981994629,80.4390029907227,74.3339996337891,77.7519989013672,81.4410018920898,78.3460006713867,81.7850036621094,83.4120025634766,82.3219985961914,80.8259963989258,81.0279998779297,81.2369995117188
"Labor force participation rate for ages 15-24, female (%)",India,IND,26.0450000762939,23.9449996948242,15.8540000915527,14.5670003890991,13.6429996490479,12.7959995269775,12.0229997634888,11.3190002441406,10.6759996414185,10.08899974823,9.87100028991699,9.65100002288818
"Labor force participation rate for ages 15-24, female (%)",Indonesia,IDN,38.4939994812012,42.9970016479492,37.9970016479492,38.5670013427734,37.5800018310547,36.6339988708496,36.5120010375977,36.443000793457,38.4169998168945,37.8959999084473,37.8650016784668,37.8320007324219
"Labor force participation rate for ages 15-24, female (%)","Iran, Islamic Rep.",IRN,12.5830001831055,12.9700002670288,11.5729999542236,10.5389995574951,9.55399990081787,8.6269998550415,9.73099994659424,11.2980003356934,12.6719999313354,12.3280000686646,11.8959999084473,11.4680004119873
"Labor force participation rate for ages 15-24, female (%)",Iraq,IRQ,4.88600015640259,5.39300012588501,6,5.81199979782104,6.1729998588562,6.57000017166138,7.56699991226196,8.71000003814697,4.90999984741211,4.89300012588501,4.9980001449585,5.09999990463257
"Labor force participation rate for ages 15-24, female (%)",Ireland,IRL,57.8800010681152,58.1699981689453,49.3289985656738,48.8759994506836,48.3129997253418,45.8300018310547,44.4230003356934,48.2680015563965,45.6790008544922,45.1469993591309,44.9869995117188,44.734001159668
"Labor force participation rate for ages 15-24, female (%)",Isle of Man,IMN,..,..,..,..,..,..,..,..,..,..,..,..
"Labor force participation rate for ages 15-24, female (%)",Israel,ISR,45.7849998474121,54.4869995117188,48.5579986572266,48.7430000305176,48.2369995117188,48.6119995117188,48.132999420166,48.7150001525879,48.7150001525879,48.1469993591309,48.0019989013672,47.8139991760254
"Labor force participation rate for ages 15-24, female (%)",Italy,ITA,43.5180015563965,33.6259994506836,22.7880001068115,23.9080009460449,23.2569999694824,22.992000579834,21.6749992370605,22.8279991149902,22.2159996032715,22,21.7000007629395,21.4330005645752
"Labor force participation rate for ages 15-24, female (%)",Jamaica,JAM,48.5999984741211,38.556999206543,30.0149993896484,29.6229991912842,30.2369995117188,28.496000289917,29.2469997406006,31.2119998931885,33.2750015258789,30.8889999389648,30.7740001678467,30.5990009307861
"Labor force participation rate for ages 15-24, female (%)",Japan,JPN,44.6189994812012,46.1749992370605,43.1800003051758,42.5750007629395,43.6360015869141,43.5149993896484,43,44.5499992370605,45.0270004272461,48.1500015258789,48.1430015563965,48.0699996948242
"Labor force participation rate for ages 15-24, female (%)",Jordan,JOR,8.30799961090088,8.50500011444092,9.96199989318848,9.58100032806396,8.64599990844727,8.63000011444092,8.60000038146973,8.5629997253418,8.52999973297119,8.4980001449585,8.48499965667725,8.47799968719482
"Labor force participation rate for ages 15-24, female (%)",Kazakhstan,KAZ,47.8549995422363,52.7630004882813,41.3110008239746,40.3349990844727,39.2430000305176,41.5,43.4900016784668,40.8549995422363,37.8400001525879,36.5320014953613,35.1520004272461,33.6590003967285
"Labor force participation rate for ages 15-24, female (%)",Kenya,KEN,56.3819999694824,49.3009986877441,40.3969993591309,40.8650016784668,41.2890014648438,41.757999420166,42.3250007629395,42.9780006408691,42.3860015869141,41.8499984741211,41.8870010375977,41.882999420166
"Labor force participation rate for ages 15-24, female (%)",Kiribati,KIR,..,..,..,..,..,..,..,..,..,..,..,..
"Labor force participation rate for ages 15-24, female (%)","Korea, Dem. People’s Rep.",PRK,78.390998840332,76.8990020751953,75.8359985351563,75.818000793457,75.8079986572266,75.822998046875,75.556999206543,75.4079971313477,75.4369964599609,75.3140029907227,75.1949996948242,75.1039962768555
"Labor force participation rate for ages 15-24, female (%)","Korea, Rep.",KOR,41.5940017700195,37.3600006103516,29.3610000610352,30.4549999237061,30.2049999237061,32.2750015258789,33.8129997253418,34.310001373291,34.4609985351563,33.8919982910156,34.1030006408691,34.0890007019043
"Labor force participation rate for ages 15-24, female (%)",Kosovo,XKX,..,..,..,..,..,..,..,..,..,..,..,..
"Labor force participation rate for ages 15-24, female (%)",Kuwait,KWT,21.2250003814697,18.9680004119873,18.5709991455078,18.0599994659424,17.6679992675781,17.2019996643066,16.7910003662109,16.5599994659424,16.9619998931885,17.2159996032715,17.2779998779297,17.1140003204346
"Labor force participation rate for ages 15-24, female (%)",Kyrgyz Republic,KGZ,36.5989990234375,41.0699996948242,36.4059982299805,33.4970016479492,35.6780014038086,34.2099990844727,33.1839981079102,30.1900005340576,26.761999130249,27.0909996032715,26.6340007781982,26.1240005493164
"Labor force participation rate for ages 15-24, female (%)",Lao PDR,LAO,82.6480026245117,77.0390014648438,66.9020004272461,66.3690032958984,65.8040008544922,65.2129974365234,64.572998046875,63.9550018310547,63.3019981384277,62.6349983215332,62.3709983825684,62.0730018615723
"Labor force participation rate for ages 15-24, female (%)",Latvia,LVA,39.4729995727539,31.7430000305176,33.8979988098145,36.1959991455078,35.9990005493164,35.4389991760254,37.8450012207031,37.7939987182617,38.6269989013672,36.3170013427734,33.5979995727539,31.201000213623
"Labor force participation rate for ages 15-24, female (%)",Lebanon,LBN,18.9820003509521,18.511999130249,17.0259990692139,17.2369995117188,17.4449996948242,17.5890007019043,17.6340007781982,17.6189994812012,17.5690002441406,17.4979991912842,17.4909992218018,17.5009994506836
"Labor force participation rate for ages 15-24, female (%)",Lesotho,LSO,66.640998840332,57.560001373291,41.2060012817383,39.7680015563965,38.3499984741211,37.9980010986328,37.576000213623,37.3730010986328,37.0670013427734,36.7330017089844,36.4570007324219,36.2569999694824
"Labor force participation rate for ages 15-24, female (%)",Liberia,LBR,55.1430015563965,52.2430000305176,52.7029991149902,52.4809989929199,52.1660003662109,51.7799987792969,51.351001739502,54.6839981079102,54.2150001525879,53.7179985046387,53.7690010070801,53.8209991455078
"Labor force participation rate for ages 15-24, female (%)",Libya,LBY,12.3219995498657,11.3660001754761,10.789999961853,10.7399997711182,10.668999671936,10.5880002975464,10.5080003738403,10.4280004501343,10.3489999771118,10.2679996490479,10.1700000762939,10.0590000152588
"Labor force participation rate for ages 15-24, female (%)",Liechtenstein,LIE,..,..,..,..,..,..,..,..,..,..,..,..
"Labor force participation rate for ages 15-24, female (%)",Lithuania,LTU,38.7459983825684,32.681999206543,24.3199996948242,26.1410007476807,26.8080005645752,29.3619995117188,30.8020000457764,32.3919982910156,33.1209983825684,35.0460014343262,34.2350006103516,33.3009986877441
"Labor force participation rate for ages 15-24, female (%)",Luxembourg,LUX,44.0830001831055,30.4729995727539,23.4829998016357,24.9619998931885,22.1770000457764,23.673999786377,34.0499992370605,31.0520000457764,28.2889995574951,32.0859985351563,31.9790000915527,31.7999992370605
"Labor force participation rate for ages 15-24, female (%)","Macao SAR, China",MAC,45.8199996948242,47.0639991760254,50.0299987792969,46.0429992675781,47.8540000915527,46.5660018920898,46.2290000915527,43.75,44.9199981689453,45.7070007324219,45.5139999389648,44.9140014648438
